Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,2007,71921.57725,3194.550399,646.2359875
,,,,,,,,2008,74156.76517,3293.831043,666.3197917
,,,,,,,,2009,76850.94463,3413.498776,690.5277665
,,,,,,,,2010,79182.91499,3517.078217,711.4811885
,,,,,,,,2011,77436.5184,3439.508285,695.7893147
,,,,,,,,2012,77334.38115,3434.971641,694.8715822
,,,,,,,,2013,77406.82313,3438.189306,695.5224941
,,,,,,,,2014,72141.76884,3204.330679,648.2144721
,,,,,,,,2015,66326.92746,2946.052085,595.9664555
,,,,,,,,2016,60209.25572,2674.322634,540.9974213
,,,,,,,,2017,54107.36744,2403.294239,486.1702061
,,,,,,,,2018,49066.6657,2179.40071,440.878056
,,,,,,,,2019,45531.58768,2022.382673,409.1143667
,,,,,,,,2020,44571.92061,1979.757011,400.491483
,,,,,,,,2021,43871.8694,1948.662742,394.2013222
,,,,,,,,2022,43603.72662,1936.752608,391.7919825
,,,,,,,,2023,45031.49707,2000.170081,404.6209093
,,,,,,,,2024,46486.39551,2064.792501,417.6935887
,,,,,,,,2025,48586.23772,2158.061475,436.5612729
,,,,,,,,2026,52453.517,2329.834941,471.3098858
,,,,,,,,2027,57235.75952,2542.248452,514.2797057
,,,,,,,,2028,61617.92237,2736.891571,553.654695
,,,,,,,,2029,66772.15218,2965.827692,599.9669273
,,,,,,,,2030,71576.64321,3179.229418,643.1366563
,,,,,,,,2031,74709.4898,3318.381488,671.286181
,,,,,,,,2032,77026.11492,3421.279338,692.1017217
,,,,,,,,2033,79503.59123,3531.321738,714.3625565
,,,,,,,,2034,81648.20965,3626.579543,733.6325678
,,,,,,,,2035,79877.43576,3547.92684,717.7216568
,,,,,,,,2036,80070.11115,3556.484929,719.4529004
,,,,,,,,2037,80803.25999,3589.0493,726.0404529
,,,,,,,,2038,75380.14637,3348.170131,677.3122225
,,,,,,,,2039,68006.40894,3020.64984,611.057078
,,,,,,,,2040,60230.33918,2675.259101,541.1868623
,,,,,,,,2041,53513.59222,2376.920445,480.8349655
,,,,,,,,2042,46296.53942,2056.359637,415.9876773
,,,,,,,,2043,44142.58005,1960.686933,396.633735
,,,,,,,,2044,43307.07309,1923.576108,389.1264655
,,,,,,,,2045,43949.11519,1952.093778,394.8953978
,,,,,,,,2046,46557.71311,2067.960224,418.3343979
,,,,,,,,2047,52791.50256,2344.847291,474.3467829
,,,,,,,,2048,56512.09486,2510.105341,507.7773712
,,,,,,,,2049,58143.33542,2582.560373,522.4345353
,,,,,,,,2050,60700.9666,2696.163022,545.4155845
,,,,,,,,2051,63135.29471,2804.288903,567.2887204
,,,,,,,,2052,66226.77828,2941.603745,595.0665864
,,,,,,,,2053,69739.87624,3097.645492,626.6327787
,,,,,,,,2054,73406.47244,3260.50519,659.5781965
,,,,,,,,2055,75325.61147,3345.747847,676.8222108
,,,,,,,,2056,78122.14774,3469.961975,701.9498907
,,,,,,,,2057,83420.84596,3705.314969,749.5602131
,,,,,,,,2058,88121.23614,3914.092834,791.7945662
,,,,,,,,2059,90539.98577,4021.526763,813.527725
,,,,,,,,2060,83156.50867,3693.573864,747.1850668
,,,,,,,,2061,75917.91298,3372.056183,682.1442096
,,,,,,,,2062,69275.87291,3077.035793,622.4635757
,,,,,,,,2063,62106.14979,2758.577234,558.0415583
,,,,,,,,2064,54884.16068,2437.797169,493.149916
,,,,,,,,2065,50085.54228,2224.656289,450.0329542
,,,,,,,,2066,47061.09542,2090.319024,422.8574322
,,,,,,,,2067,45444.31831,2018.506417,408.3302264
,,,,,,,,2068,44536.69381,1978.192337,400.1749601
,,,,,,,,2069,45042.83768,2000.673798,404.7228079
,,,,,,,,2070,47330.62194,2102.29062,425.2792052
,,,,,,,,2071,53513.68703,2376.924656,480.8358174
,,,,,,,,2072,57259.68936,2543.311347,514.4947221
,,,,,,,,2073,58664.19581,2605.6955,527.1146151
,,,,,,,,2074,60828.63066,2701.833495,546.5626827
,,,,,,,,2075,62861.62511,2792.133283,564.8297206
,,,,,,,,2076,65223.60187,2897.045524,586.0527589
,,,,,,,,2077,67729.5618,3008.353084,608.5695272
,,,,,,,,2078,70888.17311,3148.649548,636.9505551
,,,,,,,,2079,72691.83111,3228.762869,653.1569393
,,,,,,,,2080,75054.87288,3333.722414,674.3895469
,,,,,,,,2081,79733.60374,3541.538234,716.4292849
,,,,,,,,2082,83849.10015,3724.336793,753.4081998
,,,,,,,,2083,86536.70152,3843.712346,777.5570685
,,,,,,,,2084,80532.05704,3577.003242,723.6036166
,,,,,,,,2085,74534.1723,3310.594386,669.710903
,,,,,,,,2086,68567.38106,3045.566615,616.0975733
,,,,,,,,2087,61905.20169,2749.651695,556.235982
,,,,,,,,2088,54909.18591,2438.908718,493.3747749
,,,,,,,,2089,50458.39055,2241.21714,453.3831028
,,,,,,,,2090,47715.14978,2119.370245,428.7342981
,,,,,,,,2091,46066.27491,2046.131948,413.9186848
,,,,,,,,2092,45158.2486,2005.800021,405.7598081
,,,,,,,,2093,45656.68056,2027.93894,410.2383621
,,,,,,,,2094,48122.31701,2137.455447,432.3928124
,,,,,,,,2095,54353.58007,2414.230299,488.3824971
,,,,,,,,2096,58220.68105,2585.995845,523.1295079
,,,,,,,,2097,59645.59381,2649.286387,535.9327575
,,,,,,,,2098,61695.08061,2740.318719,554.3479839
,,,,,,,,2099,63333.99836,2813.11475,569.0741297
,,,,,,,,2100,65421.79321,2905.848615,587.8335648
,,,,,,,,2101,68000.56774,3020.390391,611.0045931
,,,,,,,,2102,70834.82943,3146.280175,636.4712469
,,,,,,,,2103,71794.79829,3188.919242,645.0968423
,,,,,,,,2104,73581.05456,3268.259627,661.1468669
,,,,,,,,2105,77551.10664,3444.597966,696.8189228
,,,,,,,,2106,81368.16311,3614.140678,731.1162694
,,,,,,,,2107,83946.88717,3728.680213,754.2868442
,,,,,,,,2108,78649.54478,3493.387441,706.6887043
,,,,,,,,2109,72494.95761,3220.018313,651.3879745
,,,,,,,,2110,67314.82169,2989.931516,604.8429684
,,,,,,,,2111,61265.08087,2721.219362,550.484313
,,,,,,,,2112,54674.96208,2428.505167,491.2702066
,,,,,,,,2113,50370.47015,2237.311968,452.5931127
,,,,,,,,2114,47716.37135,2119.424503,428.7452742
,,,,,,,,2115,46133.35862,2049.111614,414.5214511
,,,,,,,,2116,45253.6122,2010.035798,406.6166774
,,,,,,,,2117,45779.48561,2033.393588,411.3418006
,,,,,,,,2118,48179.94925,2140.015306,432.9106546
,,,,,,,,2119,54463.13485,2419.096408,489.3668782
,,,,,,,,2120,58473.29459,2597.216214,525.399313
,,,,,,,,2121,59986.8335,2664.443276,538.9988939
,,,,,,,,2122,62168.43486,2761.343758,558.6012075
,,,,,,,,2123,64021.82564,2843.666066,575.2544549
,,,,,,,,2124,65808.22533,2923.012823,591.3057682
,,,,,,,,2125,67983.97519,3019.653398,610.8555044
,,,,,,,,2126,70531.72804,3132.81728,633.747794
,,,,,,,,2127,71546.87671,3177.907275,642.8691959
,,,,,,,,2128,73454.48978,3262.637982,660.0096461
,,,,,,,,2129,77590.91894,3446.366314,697.1766477
,,,,,,,,2130,81666.91142,3627.410222,733.8006085
,,,,,,,,2131,84140.2576,3737.269173,756.0243329
,,,,,,,,2132,78675.38028,3494.53498,706.9208438
,,,,,,,,2133,72674.39852,3227.988564,653.0003025
,,,,,,,,2134,67091.63087,2980.01802,602.8375348
,,,,,,,,2135,61216.95428,2719.081717,550.0518817
,,,,,,,,2136,54761.22601,2432.336763,492.0453127
,,,,,,,,2137,50521.85488,2244.036044,453.953348
,,,,,,,,2138,47752.96315,2121.049807,429.0740621
,,,,,,,,2139,46456.35228,2063.458067,417.4236418
,,,,,,,,2140,45600.90629,2025.461607,409.7372143
,,,,,,,,2141,46050.67424,2045.43901,413.7785083
,,,,,,,,2142,48299.48931,2145.324933,433.9847563
,,,,,,,,2143,54433.22665,2417.767972,489.0981445
,,,,,,,,2144,58481.94577,2597.600475,525.4770463
,,,,,,,,2145,60144.96691,2671.467109,540.419768
,,,,,,,,2146,62361.04428,2769.898917,560.3318583
,,,,,,,,2147,64411.17156,2860.959697,578.7528396
,,,,,,,,2148,66922.47376,2972.504545,601.3176097
,,,,,,,,2149,70343.95639,3124.477001,632.0606119
,,,,,,,,2150,73821.66933,3278.947046,663.3088595
,,,,,,,,2151,75819.62218,3367.690387,681.2610386
,,,,,,,,2152,78436.65226,3483.931365,704.775804
,,,,,,,,2153,83142.83295,3692.966428,747.0621865
,,,,,,,,2154,87353.79345,3880.005228,784.8988737
,,,,,,,,2155,89173.09748,3960.813501,801.2458419
,,,,,,,,2156,81843.49493,3635.253556,735.387262
,,,,,,,,2157,74325.58007,3301.329317,667.836642
,,,,,,,,2158,68497.30781,3042.454162,615.4679451
,,,,,,,,2159,63206.3654,2807.445659,567.9273109
,,,,,,,,2160,57196.06677,2540.485414,513.9230549
,,,,,,,,2161,52681.37906,2339.955921,473.3572917
,,,,,,,,2162,51570.33552,2290.60655,463.374247
,,,,,,,,2163,48266.697,2143.868392,433.690108
,,,,,,,,2164,47238.33987,2098.191715,424.4500244
,,,,,,,,2165,46573.62998,2068.667206,418.4774154
,,,,,,,,2166,46755.70581,2076.754493,420.113419
,,,,,,,,2167,48790.03151,2167.113412,438.3924186
,,,,,,,,2168,50934.2296,2262.352548,457.658653
,,,,,,,,2169,52898.0776,2349.581049,475.3043903
,,,,,,,,2170,56890.99706,2526.935092,511.1819162
,,,,,,,,2171,62128.28163,2759.560267,558.2404192
,,,,,,,,2172,66599.77052,2958.170992,598.4180286
,,,,,,,,2173,72164.03649,3205.319744,648.4145533
,,,,,,,,2174,77409.65953,3438.315291,695.54798
,,,,,,,,2175,81073.79097,3601.065511,728.4712513
,,,,,,,,2176,83800.4752,3722.177013,752.9712907
,,,,,,,,2177,86118.43633,3825.134205,773.7988359
,,,,,,,,2178,87544.05931,3888.456293,786.608467
,,,,,,,,2179,84468.99966,3751.870954,758.9781746
,,,,,,,,2180,83385.60868,3703.74983,749.243596
,,,,,,,,2181,82658.88733,3671.47095,742.7137964
,,,,,,,,2182,77040.06339,3421.898889,692.2270527
,,,,,,,,2183,70768.97018,3143.354896,635.8794826
,,,,,,,,2184,64752.51123,2876.121027,581.8198744
,,,,,,,,2185,58534.53092,2599.936157,525.9495389
,,,,,,,,2186,53160.43885,2361.234384,477.6617813
,,,,,,,,2187,49277.46518,2188.763819,442.7721498
,,,,,,,,2188,47922.02471,2128.559037,430.5931286
,,,,,,,,2189,47132.95672,2093.510897,423.5031266
,,,,,,,,2190,46875.751,2082.086556,421.1920595
,,,,,,,,2191,48267.35774,2143.897741,433.6960449
,,,,,,,,2192,49549.65155,2200.853558,445.2178223
,,,,,,,,2193,51398.68415,2282.982288,461.8319103
,,,,,,,,2194,55782.77383,2477.710991,501.2242128
,,,,,,,,2195,61498.70284,2731.596181,552.5834733
,,,,,,,,2196,66712.24436,2963.166758,599.4286383
,,,,,,,,2197,72715.41555,3229.810422,653.3688522
,,,,,,,,2198,78746.03005,3497.67304,707.5556522
,,,,,,,,2199,82209.87878,3651.527277,738.6793259
,,,,,,,,2200,84811.12945,3767.067379,762.0523088
,,,,,,,,2201,86890.83968,3859.442149,780.7391014
,,,,,,,,2202,88464.30643,3929.331033,794.8771511
,,,,,,,,2203,85696.9264,3806.411941,770.0114483
,,,,,,,,2204,85230.74422,3785.705464,765.8226678
,,,,,,,,2205,85973.18168,3818.682409,772.4936812
,,,,,,,,2206,80657.11826,3582.558103,724.7273276
,,,,,,,,2207,72810.89979,3234.051559,654.2268055
,,,,,,,,2208,64927.41501,2883.889752,583.391435
,,,,,,,,2209,58211.34365,2585.581104,523.0456087
,,,,,,,,2210,51245.23885,2276.166687,460.4531602
,,,,,,,,2211,48888.37635,2171.481608,439.2760751
,,,,,,,,2212,47644.4664,2116.230692,428.0991877
,,,,,,,,2213,48301.19873,2145.40086,434.0001159
,,,,,,,,2214,50907.36116,2261.159129,457.4172324
,,,,,,,,2215,56993.50135,2531.488039,512.1029466
,,,,,,,,2216,60272.97484,2677.152855,541.5699559
,,,,,,,,2217,61751.89596,2742.842294,554.8584861
,,,,,,,,2218,64127.1033,2848.342199,576.2004049
,,,,,,,,2219,66107.39723,2936.301181,593.9939134
,,,,,,,,2220,68461.6106,3040.868594,615.1471954
,,,,,,,,2221,71773.60566,3187.977926,644.9064204
,,,,,,,,2222,75298.70762,3344.552855,676.580472
,,,,,,,,2223,77157.67369,3427.122801,693.283815
,,,,,,,,2224,79672.13678,3538.808048,715.8769866
,,,,,,,,2225,84741.18288,3763.960552,761.4238188
,,,,,,,,2226,89014.10789,3953.751639,799.8172748
,,,,,,,,2227,90791.44674,4032.695938,815.7871739
,,,,,,,,2228,84661.13913,3760.405238,760.7046028
,,,,,,,,2229,77529.26508,3443.627826,696.6226701
,,,,,,,,2230,71639.09121,3182.003179,643.6977695
,,,,,,,,2231,64872.03044,2881.429728,582.8937888
,,,,,,,,2232,57790.7895,2566.901294,519.2668091
,,,,,,,,2233,53124.2644,2359.627619,477.3367434
,,,,,,,,2234,50393.38353,2238.329715,452.798996
,,,,,,,,2235,48749.46715,2165.311659,438.0279362
,,,,,,,,2236,47762.19077,2121.459671,429.1569749
,,,,,,,,2237,48315.74827,2146.047109,434.1308477
,,,,,,,,2238,51162.80458,2272.505193,459.7124647
,,,,,,,,2239,57724.36016,2563.950693,518.6699224
,,,,,,,,2240,61288.73215,2722.269884,550.6968265
,,,,,,,,2241,63477.11235,2819.471463,570.3600498
,,,,,,,,2242,65980.6187,2930.670042,592.8547721
,,,,,,,,2243,67582.29165,3001.811766,607.2462627
,,,,,,,,2244,69529.64029,3088.307413,624.7437483
,,,,,,,,2245,72687.48016,3228.569613,653.1178448
,,,,,,,,2246,75261.86514,3342.916417,676.2494317
,,,,,,,,2247,76052.2585,3378.023426,683.3513427
,,,,,,,,2248,77827.56634,3456.877514,699.3029925
,,,,,,,,2249,81864.16118,3636.171491,735.5729542
,,,,,,,,2250,85703.40204,3806.699571,770.0696338
,,,,,,,,2251,87626.97401,3892.139126,787.3534793
,,,,,,,,2252,81912.24127,3638.307071,736.0049676
,,,,,,,,2253,74708.57447,3318.340831,671.2779565
,,,,,,,,2254,68616.47527,3047.747239,616.5386989
,,,,,,,,2255,62156.37679,2760.808173,558.4928623
,,,,,,,,2256,55139.12648,2449.12202,495.4408568
,,,,,,,,2257,50682.71309,2251.180905,455.398705
,,,,,,,,2258,47971.70625,2130.765748,431.0395315
,,,,,,,,2259,46357.96399,2059.087941,416.5395947
,,,,,,,,2260,45325.92691,2013.24781,407.2664457
,,,,,,,,2261,45719.55146,2030.731485,410.8032751
,,,,,,,,2262,48231.76443,2142.316788,433.3762289
,,,,,,,,2263,54626.96739,2426.37338,490.8389606
,,,,,,,,2264,58175.89917,2584.006762,522.7271299
,,,,,,,,2265,60063.97517,2667.869688,539.692034
,,,,,,,,2266,61803.93813,2745.153858,555.3260999
,,,,,,,,2267,62999.91724,2798.275823,566.072315
,,,,,,,,2268,64617.24694,2870.112975,580.604486
,,,,,,,,2269,67308.28526,2989.641187,604.7842367
,,,,,,,,2270,70354.79462,3124.958404,632.1579965
,,,,,,,,2271,72354.98272,3213.801029,650.13026
,,,,,,,,2272,75632.41675,3359.375258,679.5789442
,,,,,,,,2273,81417.48037,3616.331209,731.559399
,,,,,,,,2274,86567.62138,3845.085718,777.8348923
,,,,,,,,2275,89065.84776,3956.049776,800.2821724
,,,,,,,,2276,82532.54244,3665.859072,741.5785514
,,,,,,,,2277,75274.65725,3343.484607,676.3643725
,,,,,,,,2278,69208.32986,3074.035724,621.856682
,,,,,,,,2279,62433.46681,2773.115718,560.9825955
,,,,,,,,2280,55097.43286,2447.270109,495.0662277
,,,,,,,,2281,50480.15038,2242.18365,453.5786211
,,,,,,,,2282,47367.93688,2103.948043,425.6144907
,,,,,,,,2283,45568.54933,2024.024403,409.4464777
,,,,,,,,2284,44491.65109,1976.191669,399.7702384
,,,,,,,,2285,44974.96764,1997.659205,404.1129761
,,,,,,,,2286,47488.60418,2109.307739,426.698721
,,,,,,,,2287,53853.73663,2392.028685,483.8912606
,,,,,,,,2288,57090.4432,2535.793918,512.9739969
,,,,,,,,2289,59603.45965,2647.414908,535.55417
,,,,,,,,2290,61908.76318,2749.809886,556.267983
,,,,,,,,2291,63982.38744,2841.914335,574.9000914
,,,,,,,,2292,66544.53238,2955.717472,597.9216981
,,,,,,,,2293,70348.76341,3124.690515,632.1038044
,,,,,,,,2294,74481.21113,3308.242003,669.2350317
,,,,,,,,2295,77042.17835,3421.99283,692.2460563
,,,,,,,,2296,80358.1322,3569.277999,722.0408521
,,,,,,,,2297,85832.96075,3812.454197,771.2337559
,,,,,,,,2298,90791.86919,4032.714702,815.7909697
,,,,,,,,2299,92255.24335,4097.71359,828.939806
,,,,,,,,2300,84377.73703,3747.817329,758.1581537
,,,,,,,,2301,76064.21251,3378.554389,683.4587528
,,,,,,,,2302,69672.66185,3094.660021,626.0288381
,,,,,,,,2303,63605.97077,2825.194985,571.5178797
,,,,,,,,2304,56729.45543,2519.759875,509.7304183
,,,,,,,,2305,51687.18997,2295.79689,464.4242178
,,,,,,,,2306,48407.84942,2150.137978,434.9584029
,,,,,,,,2307,46391.53996,2060.579289,416.8412845
,,,,,,,,2308,44946.00332,1996.372693,403.8527233
,,,,,,,,2309,44761.02074,1988.156297,402.1906019
,,,,,,,,2310,45897.83454,2038.650309,412.4051998
,,,,,,,,2311,49359.2351,2192.395805,443.506876
,,,,,,,,2312,51898.79949,2305.195979,466.32559
,,,,,,,,2313,55980.25124,2486.482372,502.9986038
,,,,,,,,2314,59568.05898,2645.842512,535.2360848
,,,,,,,,2315,62279.01844,2766.255564,559.5948326
,,,,,,,,2316,64931.04721,2884.051084,583.4240714
,,,,,,,,2317,68365.32981,3036.592077,614.282085
,,,,,,,,2318,71829.53104,3190.461971,645.408926
,,,,,,,,2319,74048.7582,3289.033683,665.3493182
,,,,,,,,2320,77209.27664,3429.414857,693.7474823
,,,,,,,,2321,82333.60772,3657.022962,739.7910659
,,,,,,,,2322,86934.86861,3861.397787,781.1347139
,,,,,,,,2323,88607.55884,3935.693895,796.1643151
,,,,,,,,2324,80887.79824,3592.804247,726.8000533
,,,,,,,,2325,72966.95931,3240.983276,655.6290451
,,,,,,,,2326,67194.39883,2984.582678,603.7609344
,,,,,,,,2327,61957.18842,2751.960797,556.7030977
,,,,,,,,2328,56190.5256,2495.822156,504.8879793
,,,,,,,,2329,51668.34953,2294.960052,464.254931
,,,,,,,,2330,50602.32962,2247.610501,454.6764365
,,,,,,,,2331,47610.09139,2114.703852,427.7903183
,,,,,,,,2332,46536.54601,2067.020042,418.1442053
,,,,,,,,2333,45935.49609,2040.323127,412.7435995
,,,,,,,,2334,45895.20424,2038.533479,412.3815658
,,,,,,,,2335,47610.96399,2114.742611,427.7981589
,,,,,,,,2336,49091.9217,2180.522509,441.1049884
,,,,,,,,2337,51780.16005,2299.926354,465.2595806
,,,,,,,,2338,56295.11481,2500.467709,505.8277433
,,,,,,,,2339,61786.08452,2744.360852,555.1656801
,,,,,,,,2340,66361.52178,2947.588666,596.2772954
,,,,,,,,2341,71006.09023,3153.887089,638.0100743
,,,,,,,,2342,75850.49178,3369.061527,681.5384109
,,,,,,,,2343,78523.64333,3487.795259,705.5574438
,,,,,,,,2344,80517.01933,3576.33531,723.4684985
,,,,,,,,2345,81938.33522,3639.46609,736.2394292
,,,,,,,,2346,83218.2182,3696.314825,747.7395446
,,,,,,,,2347,80515.21285,3576.255072,723.4522668
,,,,,,,,2348,79765.87,3542.971409,716.7192064
,,,,,,,,2349,80153.8357,3560.203734,720.2051895
,,,,,,,,2350,75182.00836,3339.369408,675.5318957
,,,,,,,,2351,68553.51131,3044.95056,615.9729496
,,,,,,,,2352,62335.03482,2768.743651,560.0981559
,,,,,,,,2353,56210.34881,2496.702646,505.0660964
,,,,,,,,2354,51196.92718,2274.020821,460.019066
,,,,,,,,2355,47292.38148,2100.592088,424.9356037
,,,,,,,,2356,45835.37869,2035.876199,411.844016
,,,,,,,,2357,45005.66013,1999.022478,404.3887569
,,,,,,,,2358,44722.87163,1986.461823,401.8478212
,,,,,,,,2359,46097.34675,2047.51207,414.1978741
,,,,,,,,2360,47427.55183,2106.595968,426.1501481
,,,,,,,,2361,50246.25465,2231.794672,451.4770009
,,,,,,,,2362,54614.16853,2425.804892,490.7239591
,,,,,,,,2363,59448.5775,2640.535487,534.1625095
,,,,,,,,2364,63824.4153,2834.897665,573.4806665
,,,,,,,,2365,68211.05017,3029.739418,612.8958382
,,,,,,,,2366,72234.69659,3208.458264,649.0494546
,,,,,,,,2367,73455.92679,3262.70181,660.022558
,,,,,,,,2368,73971.36395,3285.596052,664.6539087
,,,,,,,,2369,74374.75264,3303.513422,668.2784717
,,,,,,,,2370,75513.88641,3354.11048,678.5139151
,,,,,,,,2371,73738.29222,3275.243674,662.5596923
,,,,,,,,2372,74504.34289,3309.26945,669.4428772
,,,,,,,,2373,76694.8386,3406.564993,689.125109
,,,,,,,,2374,72565.50374,3223.15177,652.0218517
,,,,,,,,2375,65724.14813,2919.278354,590.5503105
,,,,,,,,2376,58825.77153,2612.87223,528.5664193
,,,,,,,,2377,52961.77523,2352.410316,475.8767317
,,,,,,,,2378,46338.22769,2058.211311,416.3622584
,,,,,,,,2379,44373.75451,1970.955041,398.7109038
,,,,,,,,2380,43572.11989,1935.348728,391.507987
,,,,,,,,2381,44351.3321,1969.959101,398.509432
,,,,,,,,2382,46734.3751,2075.807044,419.9217564
,,,,,,,,2383,52203.16195,2318.714887,469.0603739
,,,,,,,,2384,55535.45131,2466.725633,499.001949
,,,,,,,,2385,58781.1064,2610.888333,528.1650904
,,,,,,,,2386,62050.63504,2756.111428,557.5427424
,,,,,,,,2387,64710.03105,2874.234179,581.4381778
,,,,,,,,2388,67501.9828,2998.244677,606.5246646
,,,,,,,,2389,70817.16089,3145.495389,636.31249
,,,,,,,,2390,74170.31415,3294.43285,666.4415332
,,,,,,,,2391,75625.07977,3359.04937,679.5130193
,,,,,,,,2392,78102.61984,3469.094602,701.774427
,,,,,,,,2393,83190.3291,3695.076071,747.4889531
,,,,,,,,2394,87416.22116,3882.778089,785.4598046
,,,,,,,,2395,89364.57514,3969.31839,802.9663236
,,,,,,,,2396,82968.92783,3685.242061,745.4995992
,,,,,,,,2397,76029.88324,3377.029581,683.1502945
,,,,,,,,2398,69850.8542,3102.574815,627.6299474
,,,,,,,,2399,62620.79392,2781.436252,562.6657833
,,,,,,,,2400,55220.26908,2452.726141,496.1699463
,,,,,,,,2401,50481.03957,2242.223145,453.5866107
,,,,,,,,2402,47430.71124,2106.7363,426.1785363
,,,,,,,,2403,45848.48485,2036.458337,411.9617787
,,,,,,,,2404,44887.18606,1993.760199,403.3242335
,,,,,,,,2405,45382.57002,2015.763735,407.7754004
,,,,,,,,2406,47889.63123,2127.120211,430.3020639
,,,,,,,,2407,54003.80663,2398.694365,485.2396825
,,,,,,,,2408,57178.28665,2539.695672,513.7632954
,,,,,,,,2409,59649.33283,2649.452464,535.9663537
,,,,,,,,2410,62753.49342,2787.330383,563.8581263
,,,,,,,,2411,65428.19332,2906.132889,587.8910716
,,,,,,,,2412,68631.28757,3048.405159,616.6717916
,,,,,,,,2413,72615.67974,3225.380444,652.4726974
,,,,,,,,2414,76943.66908,3417.61733,691.3609222
,,,,,,,,2415,79449.45257,3528.917053,713.8761052
,,,,,,,,2416,82781.66207,3676.924252,743.8169627
,,,,,,,,2417,88167.42733,3916.144514,792.2096073
,,,,,,,,2418,92469.67085,4107.237845,830.8664986
,,,,,,,,2419,94007.67592,4175.551624,844.685915
,,,,,,,,2420,86548.67912,3844.244357,777.6646906
,,,,,,,,2421,78576.64513,3490.149447,706.0336801
,,,,,,,,2422,72131.49348,3203.874277,648.1221451
,,,,,,,,2423,64730.99654,2875.165406,581.6265587
,,,,,,,,2424,56978.76028,2530.833282,511.9704938
,,,,,,,,2425,51938.51371,2306.95997,466.6824336
,,,,,,,,2426,48980.38788,2175.568496,440.1028251
,,,,,,,,2427,46984.706,2086.926025,422.1710513
,,,,,,,,2428,45914.72725,2039.400635,412.5569856
,,,,,,,,2429,46187.62037,2051.521765,415.0090085
,,,,,,,,2430,48557.23717,2156.773354,436.3006947
,,,,,,,,2431,54732.11115,2431.043565,491.7837074
,,,,,,,,2432,57686.16453,2562.254152,518.3267238
,,,,,,,,2433,60227.12437,2675.116308,541.1579763
,,,,,,,,2434,63485.49875,2819.843963,570.4354041
,,,,,,,,2435,66473.02934,2952.541512,597.2792228
,,,,,,,,2436,69727.59954,3097.100196,626.522469
,,,,,,,,2437,73787.49787,3277.429248,663.0018192
,,,,,,,,2438,78017.71266,3465.323269,701.0115117
,,,,,,,,2439,80051.88097,3555.675197,719.289097
,,,,,,,,2440,82765.12766,3676.189841,743.6683963
,,,,,,,,2441,87421.26066,3883.001929,785.5050859
,,,,,,,,2442,91676.41608,4072.003741,823.7388771
,,,,,,,,2443,93408.08032,4148.919305,839.2983766
,,,,,,,,2444,85702.26165,3806.648918,770.059387
,,,,,,,,2445,77805.83465,3455.912254,699.107727
,,,,,,,,2446,71546.28661,3177.881064,642.8638936
,,,,,,,,2447,64355.02674,2858.465905,578.2483623
,,,,,,,,2448,56840.31583,2524.683977,510.7265308
,,,,,,,,2449,52051.26747,2311.968169,467.6955584
,,,,,,,,2450,49069.27456,2179.516588,440.9014974
,,,,,,,,2451,47369.8926,2104.03491,425.6320634
,,,,,,,,2452,46401.34232,2061.014682,416.9293615
,,,,,,,,2453,47179.329,2095.570621,423.9197948
,,,,,,,,2454,49667.32052,2206.080076,446.2751118
,,,,,,,,2455,56056.70608,2489.878277,503.6855725
,,,,,,,,2456,59666.71996,2650.22475,536.122582
,,,,,,,,2457,61582.06487,2735.298883,553.332505
,,,,,,,,2458,63706.21845,2829.6477,572.4186339
,,,,,,,,2459,65435.65604,2906.464362,587.9581263
,,,,,,,,2460,67652.25199,3004.919203,607.8748763
,,,,,,,,2461,70612.22017,3136.392509,634.4710389
,,,,,,,,2462,73893.97177,3282.158513,663.9585177
,,,,,,,,2463,75285.43286,3343.963228,676.4611944
,,,,,,,,2464,77544.45726,3444.302619,696.7591762
,,,,,,,,2465,82153.90807,3649.041218,738.176413
,,,,,,,,2466,86375.70827,3836.561487,776.110498
,,,,,,,,2467,88462.91627,3929.269286,794.8646601
,,,,,,,,2468,82120.4583,3647.555475,737.8758572
,,,,,,,,2469,75741.32428,3364.212619,680.5575096
,,,,,,,,2470,70393.10254,3126.659932,632.5022042
,,,,,,,,2471,64105.64151,2847.388928,576.0075646
,,,,,,,,2472,57221.3867,2541.610053,514.1505617
,,,,,,,,2473,52631.34091,2337.73337,472.9076846
,,,,,,,,2474,49641.63385,2204.939148,446.0443097
,,,,,,,,2475,47826.29851,2124.307153,429.7330013
,,,,,,,,2476,46575.39825,2068.745748,418.4933039
,,,,,,,,2477,47016.09493,2088.320231,422.4530899
,,,,,,,,2478,49530.83385,2200.017729,445.0487399
,,,,,,,,2479,55615.30921,2470.272692,499.7194951
,,,,,,,,2480,59189.21198,2629.015214,531.8320359
,,,,,,,,2481,61757.70163,2743.100165,554.9106517
,,,,,,,,2482,64768.42988,2876.828088,581.962908
,,,,,,,,2483,66731.45725,2964.020139,599.6012717
,,,,,,,,2484,68800.0826,3055.902551,618.1884634
,,,,,,,,2485,71513.79715,3176.437976,642.5719665
,,,,,,,,2486,74652.62653,3315.855784,670.7752482
,,,,,,,,2487,76037.24867,3377.356732,683.216475
